text,sentiment
cubitt said last best plan would make direct appeal wife ask share secret,positive
hilton cubitt shook massive head,negative
would suggest return norfolk keep keen lookout take exact copy fresh dancing men may appear,positive
pressing fresh developments shall always ready run see norfolk home,positive
interview left sherlock holmes thoughtful several times next days saw take slip paper notebook look long earnestly curious figures inscribed upon,positive
gather wire new incidents importance,positive
long wait norfolk squire came straight station fast hansom could bring,positive
getting nerves business mr,negative
holmes said sank like wearied man armchair,positive
shes wearing away wearing away eyes,neutral
spoken old family reputation county pride unsullied honour always felt leading point somehow turned got,positive
several fresh dancing men pictures examine important seen fellow,positive
got back visit first thing saw next morning fresh crop dancing men,positive
drawn chalk upon black wooden door toolhouse stands beside lawn full view front windows,neutral
copy hieroglyphics graphic excellent,positive
taken copy rubbed marks two mornings later fresh inscription appeared,positive
copy graphic holmes rubbed hands chuckled delight,positive
three days later message left scrawled upon paper placed pebble upon sundial,neutral
two morning seated window dark save moonlight outside heard steps behind wife dressinggown,positive
really annoys hilton might go travel avoid nuisance,negative
driven house practical joker,positive
whole county laughing us,positive
well come bed said discuss morning,positive
suddenly spoke saw white face grow whiter yet moonlight hand tightened upon shoulder,positive
saw dark creeping figure crawled round corner squatted front door,neutral
last got clear time opened door reached house creature gone,positive
left trace presence however door arrangement dancing men already twice appeared copied paper,neutral
yet amazing thing must time examined door morning scrawled pictures line already seen,positive
yes short made copy,positive
new dance form graphic tell said holmesand could see eyes much excited mere addition first appear entirely separate,positive
hilton cubitt please continue interesting statement,positive
holmes except angry wife night held back might caught skulking rascal,negative
